name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Coupon nor Armor 31	0	0	1	0	1			1	1	0	1	20000		31c	31c	31c		31c	31c	31c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 32	0	0	1	0	1			1	1	0	1	20000		32c	32c	32c		32c	32c	32c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 33	0	0	1	0	1			1	1	0	1	20000		33c	33c	33c		33c	33c	33c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 34	0	0	1	0	1			1	1	0	1	20000		34c	34c	34c		34c	34c	34c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 35	0	0	1	0	1			1	1	0	1	20000		35c	35c	35c		35c	35c	35c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 36	0	0	1	0	1			1	1	0	1	20000		36c	36c	36c		36c	36c	36c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 37	0	0	1	0	1			1	1	0	1	20000		37c	37c	37c		37c	37c	37c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 38	0	0	1	0	1			1	1	0	1	20000		38c	38c	38c		38c	38c	38c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 39	0	0	1	0	1			1	1	0	1	20000		39c	39c	39c		39c	39c	39c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 40	0	0	1	0	1			1	1	0	1	20000		40c	40c	40c		40c	40c	40c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 41	0	0	1	0	1			1	1	0	1	20000		41c	41c	41c		41c	41c	41c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 42	0	0	1	0	1			1	1	0	1	20000		42c	42c	42c		42c	42c	42c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 43	0	0	1	0	1			1	1	0	1	20000		43c	43c	43c		43c	43c	43c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 44	0	0	1	0	1			1	1	0	1	20000		44c	44c	44c		44c	44c	44c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 45	0	0	1	0	1			1	1	0	1	20000		45c	45c	45c		45c	45c	45c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Armor 46	0	0	1	0	1			1	1	0	1	20000		46c	46c	46c		46c	46c	46c	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 1	0	0	1	0	1			1	1	0	1	40000		01d	01d	01d		01d	01d	01d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 2	0	0	1	0	1			1	1	0	1	40000		02d	02d	02d		02d	02d	02d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 3	0	0	1	0	1			1	1	0	1	40000		03d	03d	03d		03d	03d	03d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 4	0	0	1	0	1			1	1	0	1	40000		04d	04d	04d		04d	04d	04d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 5	0	0	1	0	1			1	1	0	1	40000		05d	05d	05d		05d	05d	05d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 6	0	0	1	0	1			1	1	0	1	40000		06d	06d	06d		06d	06d	06d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 7	0	0	1	0	1			1	1	0	1	40000		07d	07d	07d		07d	07d	07d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 8	0	0	1	0	1			1	1	0	1	40000		08d	08d	08d		08d	08d	08d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 9	0	0	1	0	1			1	1	0	1	40000		09d	09d	09d		09d	09d	09d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 10	0	0	1	0	1			1	1	0	1	40000		10d	10d	10d		10d	10d	10d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndescm				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 11	0	0	1	0	1			1	1	0	1	40000		11d	11d	11d		11d	11d	11d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 12	0	0	1	0	1			1	1	0	1	40000		12d	12d	12d		12d	12d	12d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 13	0	0	1	0	1			1	1	0	1	40000		13d	13d	13d		13d	13d	13d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 14	0	0	1	0	1			1	1	0	1	40000		14d	14d	14d		14d	14d	14d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 15	0	0	1	0	1			1	1	0	1	40000		15d	15d	15d		15d	15d	15d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 16	0	0	1	0	1			1	1	0	1	40000		16d	16d	16d		16d	16d	16d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndescm				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 17	0	0	1	0	1			1	1	0	1	40000		17d	17d	17d		17d	17d	17d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 18	0	0	1	0	1			1	1	0	1	40000		18d	18d	18d		18d	18d	18d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 19	0	0	1	0	1			1	1	0	1	40000		19d	19d	19d		19d	19d	19d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 20	0	0	1	0	1			1	1	0	1	40000		20d	20d	20d		20d	20d	20d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 21	0	0	1	0	1			1	1	0	1	40000		21d	21d	21d		21d	21d	21d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 22	0	0	1	0	1			1	1	0	1	40000		22d	22d	22d		22d	22d	22d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 23	0	0	1	0	1			1	1	0	1	40000		23d	23d	23d		23d	23d	23d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 24	0	0	1	0	1			1	1	0	1	40000		24d	24d	24d		24d	24d	24d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 25	0	0	1	0	1			1	1	0	1	40000		25d	25d	25d		25d	25d	25d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 26	0	0	1	0	1			1	1	0	1	40000		26d	26d	26d		26d	26d	26d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 27	0	0	1	0	1			1	1	0	1	40000		27d	27d	27d		27d	27d	27d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 28	0	0	1	0	1			1	1	0	1	40000		28d	28d	28d		28d	28d	28d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 29	0	0	1	0	1			1	1	0	1	40000		29d	29d	29d		29d	29d	29d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 30	0	0	1	0	1			1	1	0	1	40000		30d	30d	30d		30d	30d	30d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 31	0	0	1	0	1			1	1	0	1	40000		31d	31d	31d		31d	31d	31d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 32	0	0	1	0	1			1	1	0	1	40000		32d	32d	32d		32d	32d	32d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 33	0	0	1	0	1			1	1	0	1	40000		33d	33d	33d		33d	33d	33d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 34	0	0	1	0	1			1	1	0	1	40000		34d	34d	34d		34d	34d	34d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 35	0	0	1	0	1			1	1	0	1	40000		35d	35d	35d		35d	35d	35d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 36	0	0	1	0	1			1	1	0	1	40000		36d	36d	36d		36d	36d	36d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 37	0	0	1	0	1			1	1	0	1	40000		37d	37d	37d		37d	37d	37d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 38	0	0	1	0	1			1	1	0	1	40000		38d	38d	38d		38d	38d	38d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 39	0	0	1	0	1			1	1	0	1	40000		39d	39d	39d		39d	39d	39d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 40	0	0	1	0	1			1	1	0	1	40000		40d	40d	40d		40d	40d	40d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 41	0	0	1	0	1			1	1	0	1	40000		41d	41d	41d		41d	41d	41d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 42	0	0	1	0	1			1	1	0	1	40000		42d	42d	42d		42d	42d	42d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 43	0	0	1	0	1			1	1	0	1	40000		43d	43d	43d		43d	43d	43d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 44	0	0	1	0	1			1	1	0	1	40000		44d	44d	44d		44d	44d	44d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 45	0	0	1	0	1			1	1	0	1	40000		45d	45d	45d		45d	45d	45d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 46	0	0	1	0	1			1	1	0	1	40000		46d	46d	46d		46d	46d	46d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 47	0	0	1	0	1			1	1	0	1	40000		47d	47d	47d		47d	47d	47d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 48	0	0	1	0	1			1	1	0	1	40000		48d	48d	48d		48d	48d	48d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 49	0	0	1	0	1			1	1	0	1	40000		49d	49d	49d		49d	49d	49d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndescm				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon exc Armor 50	0	0	1	0	1			1	1	0	1	40000		50d	50d	50d		50d	50d	50d	16	1	1	0	0	0	flpscr	invcpn2		0	xxx			0	cpn2		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
