Id	*hcIdx	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	limitCorpses	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Utrans	Utrans(N)	Utrans(H)	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	SpawnUniqueMod	*eol
blunderbore3	188	3	3	112	3	3		0	hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1			2	2		255	255	255				1			NU			0
blunderbore4	189	3	3	112	3	3		0	hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1			2	2		255	255	255				1			NU			0
maggotegg1	190	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1			1				1						255	255	255				1			NU			0
maggotegg2	191	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1			1				1						255	255	255				1			NU			0
maggotegg3	192	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1			1				1						255	255	255				1			NU			0
maggotegg4	193	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1			1				1						255	255	255				1			NU			0
maggotegg5	194	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1			1				1						255	255	255				1			NU			0
act2male	195	0	2	96	2	2		0	hth	3	"lit,yng,old,brd"	"lit,med,hvy"	"lit,med,hvy"						"lit,nil,nil,fez,nil,nil,rol,nil,nil,"								1	1	1						1								3		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1															1	1				1	1					255	255	255				1			NU			0
act2female	196	0	2	96	2	2		0	hth	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"														1	1	1						1								3		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1															1	1				1	1					255	255	255				1			NU			0
act2child	197	0	2	96	2	2		0	hth	3		lit															1	1	1						1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1															1	1				1	1					255	255	255				1			NU			0
greiz	198	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
elzix	199	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
geglash	200	0	2	96	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
jerhyn	201	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
lysander	202	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
act2guard1	203	0	2	96	2	2		0	hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1															1	1				1	1					255	255	255				1			NU			0
act2vendor1	204	0	2	96	2	2		0	hth	3		lit																1															1		1							1								8	1	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1															1	1				1	1					255	255	255				1			NU			0
act2vendor2	205	0	2	96	2	2		0	hth	3		lit																1															1		1							1								8	1	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1															1	1				1	1					255	255	255				1			NU			0
crownest1	206	3	3	128	3	3	2	0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1		1				1			2	1		255	255	255				1			NU			0
crownest2	207	3	3	128	3	3	2	0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1		1				1			2	1		255	255	255				1			NU			0
crownest3	208	3	3	128	3	3	2	0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1		1				1			2	1		255	255	255				1			NU			0
crownest4	209	3	3	128	3	3	2	0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1		1				1			2	1		255	255	255				1			NU			0
meshif1	210	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1	1				1	1					255	255	255				1			NU			0
duriel	211	3	4	112	3	3		2	hth	3		lit	lit	lit	lit				lit									1	1	1	1				1								5	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1	1			1		1	1	1	2	2	9	255	255	255	2	3	4	1			NU			0
bonefetish1	212	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
bonefetish2	213	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
bonefetish3	214	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
bonefetish4	215	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
bonefetish5	216	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1							1						255	255	255				1			NU			0
darkguard1	217	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
darkguard2	218	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
darkguard3	219	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
darkguard4	220	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
darkguard5	221	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
bloodmage1	222	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
bloodmage2	223	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
bloodmage3	224	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
bloodmage4	225	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
bloodmage5	226	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2		255	255	255				1			NU			0
maggot	227	0	0	96	0	0		0	hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1						1								1						255	255	255				1			NU			0
sarcophagus	228	3	3	128	1	1		0	hth	3		lit																1															1	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1					1		1		1	1	1		1		0		201	255	95				1			NU			0
radament	229	3	3	112	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1						1					1	1	1				0	0	0				1			NU			0
firebeast	230	3	2	112	2	2		0	hth	3		lit																1															1	1	1	1						1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1						1				2	3	255	138	0				1			NU			0
iceglobe	231	3	2	112	2	2		0	hth	3		lit																1															1	1	1	1						1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1						1				2	3	0	60	255				1			NU			0
lightningbeast	232	3	2	112	2	2		0	hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				2	3	255	255	255				1			NU			0
poisonorb	233	3	2	112	2	2		0	hth	3		lit																1															1	1	1	1						1				1				1	1	1	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1				1	1	1				1						1				2	3	102	255	0				1			NU			0
flyingscimitar	234	3	1	112	1	1		2	hth	3		lit							red									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1						1		1			3	100	190	255				1			NU			0
zealot1	235	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	2		255	255	255				1			NU			0
zealot2	236	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	2		255	255	255				1			NU			0
zealot3	237	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	2		255	255	255				1			NU			0
cantor1	238	3	2	96	2	2		0	hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				2	3	105	190	255				1			NU			0
cantor2	239	3	2	96	2	2		0	hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				2	3	105	190	255				1			NU			0
cantor3	240	3	2	96	2	2		0	hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				2	3	105	190	255				1			NU			0
cantor4	241	3	2	96	2	2		0	hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				2	3	105	190	255				1			NU			0
mephisto	242	3	4	112	3	3		3	hth	3		lit		lit	lit				lit	lit	lit		lit	lit				1		1	1				1	1	1		1	1			8	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1	1					1	1			2	9	255	255	255	2	3	4	1			NU			0
diablo	243	3	4	112	3	3		3	hth	12		lit	lit	lit	lit				lit	lit								1	1	1	1				1	1							6	1	1	1		1	1	1	1	1	1	1	1	1		1	1	1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1					1	1					1	1	1		2		255	255	255	2	3	4	6	9	15	NU			0
cain2	244	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
cain3	245	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
cain4	246	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
frogdemon1	247	3	1	112	2	2	1	0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1				2		255	255	255				1			NU			0
frogdemon2	248	3	1	112	2	2	1	0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1				2		255	255	255				1			NU			0
frogdemon3	249	3	1	112	2	2	1	0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1				2		255	255	255				1			NU			0
summoner	250	3	2	112	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1				1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1	1					1	1	1		2	9	174	0	255				1			NU			0
tyrael1	251	4	4	144	2	2		0	hth	3		lit		lit	lit													1		1	1												3	1	1											1		1		1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8		1						1	-100	-20	60	100	1				1	1										1	1				1	1				11	255	255	255				1			NU			0
asheara	252	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
hratli	253	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
alkor	254	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
ormus	255	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
izual	256	3	2	96	2	2		1	hth	3		lit																1							1								2	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1					1						1					1	1				9	255	0	0				1			NU			0
halbu	257	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
tentacle1	258	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1						255	255	255				1			NU			0
tentacle2	259	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1						255	255	255				1			NU			0
tentacle3	260	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1						255	255	255				1			NU			0
tentaclehead1	261	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1						255	255	255				1			NU			0
tentaclehead2	262	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1						255	255	255				1			NU			0
tentaclehead3	263	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1						255	255	255				1			NU			0
meshif2	264	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
cain5	265	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1											1	1				1	1					255	255	255				1			NU			0
navi	266	3	2	80	2	2		0	hth	3	lit	lit	lit	lit	lit		lbw		med	med							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1	1										1	1				1		1				255	255	255				1			NU			0
bloodraven	267	3	2	96	2	2		0	bow	3	brv	hvy	brv	hvy	hvy	lit	lbb		hvy	hvy	hvy						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1				1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1	1					1	1	1		1		255	255	255				1			NU			0
bug	268	0	0	96	0	0		0	hth	3		lit																1															1		1	1						1				1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8				1									1		1				1						1								1						255	255	255				1			NU			0
scorpion	269	0	0	96	0	0		0	hth	3		lit																1															1	1	1	1										1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1		1				1						1								1						255	255	255				1			NU			0
rogue2	270	3	2	96	2	2		0	hth	3	lit	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1		1			1						1	1				1	1	1	2			255	255	255				1			NU			0
roguehire	271	3	2	96	2	2		0	hth	3	"lit,med"	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1						1					1	1	1	2		5	255	255	255				1			NU			0
rogue3	272	3	2	96	2	2		0	hth	3	lit	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1															1	1				1	1	1	2			255	255	255				1			NU			0
gargoyletrap	273	0	1	96	2	2		0	hth	3		lit																1															1	1	1			1								1		1		1	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4													1				1				1	1	1								1		1						255	255	255				1			NU			0
skmage_pois1	274	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	102	255	0				1			xx	SkeletonRaise		0
skmage_pois2	275	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	102	255	0				1			xx	SkeletonRaise		0
skmage_pois3	276	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	102	255	0				1			xx	SkeletonRaise		0
skmage_pois4	277	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	102	255	0				1			xx	SkeletonRaise		0
fetishshaman1	278	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1	5	255	255	255				14	11	6	NU			0
fetishshaman2	279	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1	5	255	255	255				14	11	6	NU			0
fetishshaman3	280	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1	5	255	255	255				14	11	6	NU			0
fetishshaman4	281	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1	5	255	255	255				14	11	6	NU			0
fetishshaman5	282	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1				1	5	255	255	255				14	11	6	NU			0
larva	283	0	1	48	0	0		0	hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1						1								1						255	255	255				1			NU			0
maggotqueen1	284	3	1	48	3	3		0	hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1					1	1					1						255	255	255				1			NU			0
maggotqueen2	285	3	1	48	3	3		0	hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1					1	1					1						255	255	255				1			NU			0
maggotqueen3	286	3	1	48	3	3		0	hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1					1	1					1						255	255	255				1			NU			0
maggotqueen4	287	3	1	48	3	3		0	hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1					1	1					1						255	255	255				1			NU			0
maggotqueen5	288	3	1	48	3	3		0	hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1					1	1					1						255	255	255				1			NU			0
claygolem	289	3	2	96	2	2		0	hth	3		lit																1															1	1	1	1		1				1				1		1		1	8	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1		1									1					5	255	255	255				1			NU			0
bloodgolem	290	3	2	96	2	2		0	hth	3		lit																1															1	1	1	1		1				1				1		1		8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1					1		1				1					1				1	5	255	255	255				1			NU			0
irongolem	291	3	2	96	2	2		0	hth	3		lit																1															1	1	1	1		1				1				1		1		8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1					1											1					5	255	255	255				1			NU			0
firegolem	292	3	2	96	2	2		0	hth	3		lit																1															1	1	1	1		1				1				1		1		1	8	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1		1									1					5	255	255	255				1			NU			0
familiar	293	2	2	96	2	2		0	hth	3		lit																1															1		1															8	16	8	8	8	8	8	8	8	8	8	8	8	8	8	8													0				1																1					5	255	255	255				1			NU			0
act3male	294	0	2	96	2	2		0	hth	3	"lit,got,brd"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hev"	"lit,med,hev"	"nil,ban,fsh,snk"	"nil,bsk,buk,sak"		"shr,lhr,hbd,tkt"								1	1	1	1	1	1	1		1								8		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1															1	1				1	1					255	255	255				1			NU			0
baboon6	295	3	2	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1							1				255	255	255				1			NU			0
act3female	296	0	2	96	2	2		0	hth	3	"bld,blk,brn,lit"	"btp,mtp,stp,svt"	"srt,lng,dln"			"nil,nil,bsk,buk"	"nil,nil,bsk,buk"										1	1	1			1	1										5		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1															1	1				1	1					255	255	255				1			NU			0
natalya	297	0	2	80	2	2		0	hth	3		lit																1															1		1	1														1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8		1											0				1											1	1				1						255	255	255				1			NU			0
vilemother1	298	3	2	96	3	3		1	hth	3		lit		lit	lit				lit	lit	lit	lit						1		1	1				1	1	1	1					7	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1		1	2	1		255	255	255				1			NU			0
vilemother2	299	3	2	96	3	3		1	hth	3		lit		lit	lit				lit	lit	lit	lit						1		1	1				1	1	1	1					7	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1		1	2	1		255	255	255				1			NU			0
