skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	item proc text	item proc descline count	*eol
spear mastery	3	5	3	3	20		ghostdecoy1	ghostdecoy2	ghostdecoy3	ghostdecoy1																	36	StrSkill3		usmc	256	5	StrSkill193		clc4		5	StrSkill192		clc3		5	StrSkill209		pst2		74	StrSkill21		pst1		13	StrSkill42		clc1		18	StrSkill229				5	StrSkill156		"min(ln56-par6,99)"		18	StrSkill157				5	ESkillDecoy		pets							40	Sksyn	ghostdecoy1	2		67	skillname145	Pasvplev	par8		67	skillname153	Pasvplev	par8																								0
taunt	3	1	1	3	22	28	skillname137	skillld137	skillld137	skillan137																	74	StrSkill38		ast2		74	StrSkill57		ast1																						36	StrSkill3		usmc	256																																																										0
shout	3	2	2	3	24	53	skillname138	skillld138	skillld138	skillan138																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill21		ast1																						36	StrSkill3		usmc	256																					40	Sksyn	skillname138	2		76	Defplev	skillname130	par7		76	Defplev	skillname154	par7		76	Secplev2	skillname149	par8/25		76	Secplev2	skillname155	par8/25														0
stun	1	1	3	1	26	23	skillname139	skillld139	skillld139	skillan139	7	clc1											1				36	StrSkillStunLengthSingular	StrSkill48	"min(250,edln)"	25	74	StrSkill22		toht		74	StrSkillDamagePercent		clc1																	36	StrSkill3		usmc	256	74	WeapDamsk		96*160/128+5	4																40	Sksyn	skillname139	2		76	Damplev	skillname144	par8		76	Damplev	skillname126	par8		76	Damplev	skillname152	par8		76	AttRateplev	skillname144	par7														0
double throw	1	2	1	1	28		skillname140	skillld140	skillld140	skillan140	13												2				74	StrSkill22		toht		74	StrSkillDamagePercent		clc1																						36	StrSkill3		usmc*2	256																					40	Sksyn	skillname140	2		76	Damplev	skillname133	par8		76	Damplev	Skillname383	par8		76	Damplev	skillname147	par8		76	AttRateplev	skillname144	par6														0
increased stamina	2	2	2	2	60		strenght1	strenght2	strenght3	strenght1																	74	StrSkill154		blvl/2		6	ModStr1a2		pst1																																																																																				0
find item	2	3	1	2	10		luck1	luck2	luck3	luck1																	74	ModStr1w		"min(255,ln12)/2"		74	ModStr1x		"min(255,ln12)"																																																																																				0
leap attack	3	3	3	3	34		skillname143	skillld143	skillld143	skillan143	24	clc1											2				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht		75	StrSkill4		pnma	pxma	36	StrSkillRadiusSingular	StrSkill18	7*2	3											36	StrSkill3		usmc	256																					40	Sksyn	skillname143	2		76	Damplev	skillname132	par8		76	Damplev	skillname139	par8		76	Damplev	skillname126	par8		76	Damplev	skillname152	par8		76	AttRateplev	skillname144	par6									0
concentrate	1	2	3	1	36	63	skillname144	skillld144	skillld144	skillan144	7	clc1											1				74	StrSkill21		ln34		74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																	36	StrSkill3		usmc	256	74	StrSkillMagicDamagePercent		clc4		74	WeapDamsk		96*160/128+5												40	Sksyn	skillname144	2		76	Damplev	skillname139	par8		76	Damplev	skillname126	par8		76	Damplev	skillname152	par8		63	skillname152	StrSkill234	1														0
iron skin	2	4	2	2	38	27	skillname145	skillld145	skillld145	skillan145																	36	StrSkill3		usmc	256	74	ModStr2uPercent		blvl		74	StrSkill21		In12																	18	StrSkill282				18	StrSkill284																			40	Sksyn	skillname145	2		76	Defplev	skillname133	par8		76	Defplev	skillname140	par8		76	Defplev	skillname147	par8																			0
battle cry	3	4	1	3	40	24	skillname146	skillld146	skillld146	skillan146																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill38		ast2/2		74	StrSkill25		ast1																	36	StrSkill3		usmc	256																					40	Sksyn	skillname146	2		76	Defplev	skillname137	-par4		76	Defplev	skillname154	-par4		76	Damplev	skillname137	-par6		76	Damplev	skillname154	-par6		76	Secplev2	skillname149	par8/25		76	Secplev2	skillname155	par8/25				0
frenzy	1	4	1	1	42	26	skillname147	skillld147	skillld147	skillan147	19	clc1											2				75	StrSkillRunWalkRange		15*(par4-par3)/100+par3	dm34	75	StrSkillAttackSpeedRange		15*(par6-par5)/100+par5	dm56	74	StrSkillDamagePercent		clc1		74	StrSkill22		toht												36	StrSkill3		usmc*2	256	36	StrSkillDurationSingular	StrSkill20	par7	25	74	StrSkillMagicDamagePercent		clc4												40	Sksyn	skillname147	2		76	Damplev	skillname133	par8		76	Damplev	skillname126	par8		76	Damplev	skillname152	par8		76	AttRateplev	skillname144	5		76	skillname152	StrSkill196	1									0
increased speed	2	3	2	2	30		vigor1	vigor2	vigor3	vigor1																	74	ModStr2l		blvl		74	StrSkill89		pst1		6	ModStr1c2	StrSkill23	pst2																																																																															0
battle orders	3	4	2	3	46	54	skillname149	skillld149	skillld149	skillan149																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill102		ln34		74	StrSkill101		ln34		74	StrSkill100		ln34																																					40	Sksyn	skillname149	2		76	Hpplev	skillname130	par7		76	Hpplev	skillname137	par7		63	skillname130	Manaplev	par7		63	skillname137	Manaplev	par7		76	Secplev2	skillname146	par8/25		76	Secplev2	skillname155	par8/25				0
grim ward	1	1	2	1	64		magicthrow1	magicthrow2	magicthrow3	magicthrow1	5												1				36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	74	StrSkill22		toht																																										40	Sksyn	magicthrow1	2		76	Magdplev	skillname140	par8		76	Magdplev	Skillname383	par8		76	Magdplev	skillname152	par8		76	Magdplev	Skillname384	par8														0
whirlwind	1	6	1	1	50		skillname151	skillld151	skillld151	skillan151	1	clc1											1				36	StrSkill3		usmc	256	74	StrSkill22		toht		74	StrSkillDamagePercent		clc1																																										40	Sksyn	skillname151	2		76	Damplev	skillname143	par8		76	Damplev	skillname147	par8		76	Damplev	skillname152	par8		76	AttRateplev	skillname144	par7														0
berserk	1	5	3	1	52		skillname152	skillld152	skillld152	skillan152	7	clc1											2				36	StrSkillDurationSingular	StrSkill20	"par4-min(((110*lvl)/(lvl+6)*(par4-par3)/100),(par4-par3))"	25	74	StrSkillMagicDamagePercent		clc1		74	StrSkill22		toht																	36	StrSkill3		usmc	256	74	StrSkill21		ast2		18	StrSkill206				74	WeapDamsk		96*160/128+5							40	Sksyn	skillname152	2		76	Damplev	skillname139	par8		76	Damplev	skillname144	par8		76	Damplev	skillname126	par8		76	AttRateplev	skillname144	par7		76	Defplev	skillname138	par6		76	Defplev	skillname145	par6				0
natural resistance	2	6	2	2	54		skillname153	skillld153	skillld153	skillan153																	74	StrSkill54		dm12		74	StrSkill198		pst5																																																																																				0
war cry	3	5	1	3	56	56	skillname154	skillld154	skillld154	skillan154	5																36	StrSkill3		usmc	256	36	StrSkillStunLengthSingular	StrSkill48	"min(250,ln12)"	25	75	StrSkill4		pnma	pxma	75	StrSkill39		enma	exma																																				40	Sksyn	skillname154	2		76	Damplev	skillname130	par8		76	Damplev	skillname137	par8		76	Damplev	skillname146	par8		76	Damplev	Skillname385	par8														0
battle command	3	5	2	3	58	55	skillname155	skillld155	skillld155	skillan155																	36	StrSkillDurationSingular	StrSkill20	len	25	4	StrSkill121		ast1																						36	StrSkill3		usmc	256	18	StrSkill204																			40	Sksyn	skillname155	2		76	Secplev2	skillname146	par8/25		76	Secplev2	skillname149	par8/25																								0
scroll of identify	0	0	0	4	14		skillname217	skillld217	skillld217	skillan217																	56	scrollbooktext																																																																																											0
book of identify	0	0	0	4	14		skillname218	skillld218	skillld218	skillan218																	56	scrollbooktext																																																																																											0
scroll of townportal	0	0	0	4	18		skillname219	skillld219	skillld219	skillan219																	56	scrollbooktext																																																																																											0
book of townportal	0	0	0	4	18		skillname220	skillld220	skillld220	skillan220																	56	scrollbooktext																																																																																											0
raven	1	1	2	1	0		Skillname222	Skillld222	Skillld222	Skillan222																	74	StrSkill11		ln56		75	StrSkill7		pnma	pxma	75	StrSkill4		pnma	pxma	74	ESkillHawk		"min(1+(lvl-1)/2,par2)"												36	StrSkill3		usmc	256	74	StrSkill154		par7+(skill('Summon Spirit Wolf'.blvl)+skill('Summon Fenris'.blvl))/7																	40	Sksyn	Skillname222	2		76	Ltngdplev	Skillname389	par7		76	Damplev	Skillname228	par8		76	Damplev	Skillname238	par8		25	Skillname228	CBp10lev			25	Skillname238	CBp10lev										0
plague poppy	1	1	3	1	2		Skillname223	Skillld223	Skillld223	Skillan223																	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256	75	StrSkill4		pnma*(100+ln12)/100-1	pxma*(100+ln12)/100-2	13	StrSkill42		(lvl-1)*par3		74	StrSkill54		ast1		74	StrSkillDefense		clc3		5	ESkillVines		pets		18	StrSkill207																			40	Sksyn	Skillname223	2		63	acidrain1	Alldplev	par8		63	Skillname239	Alldplev	par8		63	volcaniccreeper1	Alldplev	par8		63	arcticcreeper1	Alldplev	par8		76	Hpplev	Skillname389	par2									0
wearwolf	2	1	1	2	20		Skillname224	Skillld224	Skillld224	Skillan224																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	4	StrSkill277		ast4		74	StrSkill106		ast3		74	StrSkill22		toht		13	StrSkill42		ast5		74	StrSkill21		skill('Wearbear'.blvl)*par8		74	StrSkillDamagePercent		ast1																	40	Sksyn	Skillname224	2		76	Damplev	Skillname225	7		76	Hpplev	Skillname225	3		76	Damplev	Skillname229	par7		76	Defplev	Skillname229	par8														0
shape shifting	2	2	2	2	52		Skillname225	Skillld225	Skillld225	Skillan225																	36	StrSkillDurationPlus		ln12	25	74	StrSkill100		pst1																						18	StrSkill284				18	StrSkill272																																																								0
firestorm	3	5	3	3	32		Skillname226	Skillld226	Skillld226	Skillan226	9																36	StrSkill3		usmc	256	75	StrSkillFireDamageAveragePerSecond		enms*25*3/256	exms*25*3/256																					5	ESkillMiss		clc1																						40	Sksyn	Skillname226	2		76	Firedplev	Skillname245	par8		76	Firedplev	Skillname230	par8		76	Firedplev	Skillname240	par8		76	Firedplev	volcaniccreeper1	par8		77	Missplev3b	Skillname230	1	5								0
oak sage	1	2	1	1	16		Skillname227	Skillld227	Skillld227	Skillan227																	36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	ln78*2	3	13	StrSkill42	StrSkill23	ln56		74	StrSkillDefense		clc3		13	StrSkill42		clc1							18	StrSkill233				74	StrSkill54		ast1		5	ESkillSpirits		pets												40	Sksyn	Skillname227	2		71	Skillname389	Spiritplev	5		76	Hpplev	Skillname237	par1		76	Hpplev	Skillname247	par1		76																	0
summon spirit wolf	1	2	2	1	6		Skillname228	Skillld228	Skillld228	Skillan228																	36	StrSkill3		usmc	256	74	StrSkill54		ast1		5	StrSkill208		clc4		75	StrSkill4		pnma*(100+ln12)/100	pxma*(100+ln12)/100	74	StrSkillDefense		clc3		13	StrSkill42		clc1		74	ESkillWolves		"min(6,1+(lvl-1)/2)+skill('Raven'.blvl)/6"																						40	Sksyn	Skillname228	2		71	Skillname222	Wolfplev	3		76	Hpplev	Skillname238	par1		76	Defplev	Skillname238	par2		76	Damplev	Skillname238	par5		76	AttRateplev	Skillname238	par6									0
wearbear	2	1	3	2	22		Skillname229	Skillld229	Skillld229	Skillan229																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	4	StrSkill275		ast4		74	StrSkillDefense		ast2		74	StrSkillDamagePercent		ast1		13	StrSkill42		ast5		74	StrSkill106		ast3		74	StrSkill22		ast6		74	StrSkill106b		ast3												40	Sksyn	Skillname229	2		76	Damplev	Skillname225	7		76	Hpplev	Skillname225	3		63	Skillname224	AttSpeedplev	par7		63	Skillname224	FRWplev	par7		76	AttRateplev	Skillname224	par8									0
molten boulder	3	3	3	3	34		Skillname230	Skillsd230	Skillld230	Skillan230	5													moltenboulderfirepath			36	StrSkill3		usmc	256	75	StrSkillFireDamageAveragePerSecond		m1eo*25*3*(mael+100)/100/256	m1ey*25*3*(mael+100)/100/256	75	StrSkill5		enma	exma	75	StrSkill4		enma	exma																																				40	Sksyn	Skillname230	2		63	Skillname245	Alldplev	par8		63	Skillname226	Alldplev	par8		63	Skillname240	Alldplev	par8		63	volcaniccreeper1	Alldplev	par8														0
arctic blast	3	1	2	3	36		Skillname231	Skillld231	Skillld231	Skillan231	8																74	StrSkillManaCostPerSecond		mps		36	StrSkillRangeSingular	StrSkill56	clc1/2*2	3	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkillColdDamageAveragePerSecond		enms*12/128	enms*12/64	18	StrSkill213									74	StrSkill115		par3																						40	Sksyn	Skillname231	2		63	Skillname236	Alldplev	par8		63	Skillname251	Alldplev	par8		63	Skillname246	Alldplev	par8		63	Skillname387	Alldplev	par8		63	arcticcreeper1	Alldplev	par8									0
cycle of life	1	3	3	1	8		volcaniccreeper1	volcaniccreeper2	volcaniccreeper3	volcaniccreeper1	5													verruption center			36	StrSkill3		usmc	256	74	StrSkill54		ast1		74	StrSkillDefense		clc3		13	StrSkill42		clc1		36	StrSkillDurationSingular	StrSkill20		25	75	StrSkill5		enma	exma	5	ESkillVines		pets		18	StrSkill207																			40	Sksyn	volcaniccreeper1	2		76	Firedplev	Skillname245	par8		76	Firedplev	Skillname230	par8		76	Firedplev	Skillname226	par8		76	Firedplev	Skillname223	par8		76	Firedplev	arcticcreeper1	par8		76	Hpplev	Skillname389	par2				0
feral rage	2	3	1	2	54		Skillname233	Skillld233	Skillld233	Skillan233	7	clc1											2				74	StrSkillDamagePercent		ln56		75	StrSkillLifeStealRange		4	par2 * lvl + 8	75	StrSkillRunWalkRange		19	((110*(par8+lvl/par7)) * (par4-par3))/(100 * ((par8+lvl/par7)+6)) + par3	74	StrSkill22		toht												36	StrSkillDurationSingular	StrSkill20	par1	25	36	StrSkill3		usmc	256																40	Sksyn	Skillname233	2		67	Skillname225	Secplev1	1		76	Damplev	Skillname234	10		76	Damplev	Skillname239	10		76	Damplev	Skillname249	10														0
maul	2	3	3	2	56		Skillname234	Skillld234	Skillld234	Skillan234	1												2				36	StrSkillStunLengthSingular	StrSkill48	dm56	25	75	StrSkillDamagePercentRange		par3	par3 * (lvl/par7+par8)	74	StrSkill22		toht																	36	StrSkillDurationSingular	StrSkill20	par4	25	36	StrSkill3		usmc	256																40	Sksyn	Skillname234	2		67	Skillname225	Secplev1	1																													0
eruption	3	4	1	3	38		earthspikes1	earthspikes2	earthspikes3	earthspikes1	5													erruption center			36	StrSkill3		usmc	256	74	Cgslow		ast1		75	StrSkill39		enma	exma																36	StrSkillDurationSingular	StrSkill20	miss('eruption center'.rang)*2	25																					40	Sksyn	earthspikes1	2		76	Magdplev	Skillname391	par8		76	Magdplev	acidrain1	par8		76	Magdplev	Skillname241	par8		76	Magdplev	Skillname231	par8		76	Magdplev	Skillname246	par8		76	Magdplev	Skillname387	par8				0
cyclone armor	3	1	1	3	40		Skillname236	Skillld236	Skillld236	Skillan236																	36	StrSkill3		usmc	256	5	StrSkill153		edmn		74	StrSkill40		ast1/256																																										40	Sksyn	Skillname236	2		76	Damabsplev	Skillname251	par8		76	Damabsplev	Skillname246	par8																								0
heart of wolverine	1	4	1	1	10		Skillname237	Skillld237	Skillld237	Skillan237																	36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	ln78*2	3	2	StrSkill10	StrSkill23	ln56		74	StrSkillDamagePercent		ln56		74	StrSkillDefense		clc3		13	StrSkill42		clc1		18	StrSkill233				74	StrSkill54		ast1		5	ESkillSpirits		pets												40	Sksyn	Skillname237	2		71	Skillname389	Spiritplev	5		76	Hpplev	Skillname227	par1		76	Hpplev	Skillname247	par1																			0
summon fenris	1	4	2	1	12		Skillname238	Skillld238	Skillld238	Skillan238																	36	StrSkill3		usmc	256	74	StrSkill54		ast1		5	StrSkill208		clc4		75	StrSkill4		pnma*(100+ln12)/100	pxma*(100+ln12)/100	74	StrSkillDefense		clc3		13	StrSkill42		clc1		74	ESkillWolves		"min(3,1+(lvl-1)/2)+skill('Raven'.blvl)/6"																						40	Sksyn	Skillname238	2		71	Skillname222	Wolfplev	6		76	Hpplev	Skillname228	par1		76	Defplev	Skillname228	par2		76	Damplev	Skillname228	par5		76	AttRateplev	Skillname228	par6									0
rabies	2	5	1	2	24		Skillname239	Skillld239	Skillld239	Skillan239	23												2				36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256	74	StrSkill22		toht																	36	StrSkill3		usmc	256																					40	Sksyn	Skillname239	2		76	Poisdplev	Skillname223	par8		76	Poisdplev	Skillname233	par7		76	Poisdplev	Skillname388	par7		76	Poisdplev	Skillname240	par7		76	Poisdplev	Skillname249	par7		76	Poisdplev	Skillname390	par7				0
fire claws	2	4	2	2	26		Skillname240	Skillld240	Skillld240	Skillan240	5												1				75	StrSkill5		enma	exma	74	StrSkill22		toht																						36	StrSkill3		usmc	256																					40	Sksyn	Skillname240	2		76	Firedplev	Skillname245	par8		76	Firedplev	Skillname230	par8		76	Firedplev	Skillname226	par8		76	Firedplev	Skillname388	par8		76	Firedplev	Skillname390	par8									0
twister	3	6	1	3	42		Skillname241	Skillld241	Skillld241	Skillan241	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	5	ESkillMiss		clc1																	36	StrSkillStunLengthSingular	StrSkill48	par2	25																					40	Sksyn	Skillname241	2		76	Magdplev	Skillname391	par8		76	Magdplev	earthspikes1	par8		76	Magdplev	acidrain1	par8		76	Magdplev	Skillname231	par8		76	Magdplev	Skillname246	par8		76	Magdplev	Skillname387	par8				0
vines	1	5	3	1	14		arcticcreeper1	arcticcreeper2	arcticcreeper3	arcticcreeper1	5																36	StrSkill3		usmc	256	74	StrSkill54		ast1		74	StrSkillDefense		clc3		13	StrSkill42		clc1		36	StrSkillFreezeLengthSingular	StrSkill62	edln	25	75	StrSkill6		enma	exma	5	ESkillVines		pets		18	StrSkill207																			40	Sksyn	arcticcreeper1	2		76	Colddplev	Skillname231	par8		76	Colddplev	Skillname251	par8		76	Colddplev	Skillname223	par8		76	Colddplev	Skillname232	par8		76	Hpplev	Skillname389	par2									0
hunger	2	5	2	2	58		Skillname243	Skillld243	Skillld243	Skillan243	14												1				74	EskillManaSteal		dm34		74	EskillLifeSteal		dm12		74	StrSkill22		toht																	36	StrSkill3		usmc	256	74	StrSkillDamagePercent		par5																																																						0
shock wave	2	5	3	2	28	43	Skillname244	Skillsd244	Skillld244	Skillan244	5																36	StrSkill3		usmc	256	10					75	StrSkill4		pnma	pxma	5	ShockWaves		4+(lvl/5)		36	StrSkillStunLengthSingular	StrSkill48	ln12	25						18	StrExtraShockWave																								40	Sksyn	Skillname244	2		76	Damplev	Skillname243	par8		76	Damplev	Skillname234	par8																								0
volcano	3	1	3	3	44		Skillname245	Skillld245	Skillld245	Skillan245	5																75	StrSkill5		enma	exma	75	StrSkill4		enma	exma																					36	StrSkill3		usmc	256																					40	Sksyn	Skillname245	2		63	Skillname230	Alldplev	par8		63	Skillname226	Alldplev	par8		63	Skillname240	Alldplev	par8		63	volcaniccreeper1	Alldplev	par8														0
tornado	3	4	2	3	46	61	Skillname246	Skillsd246	Skillld246	Skillan246	5																36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma	74	ModStr3m																			5	ESkillMiss		clc1		18	StrSkill164																			40	Sksyn	Skillname246	2		76	Damplev	Skillname236	par8		76	Damplev	Skillname231	par8		76	Damplev	Skillname251	par8		76	Damplev	Skillname387	par8														0
spirit of barbs	1	6	1	1	4		Skillname247	Skillld247	Skillld247	Skillan247																	36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	ln78*2	3	74	ModStr1v		pnma*3		13	StrSkill42		(lvl-1)*par1		74	ModStr3m		lvl																																40	Sksyn	Skillname247	2		71	Skillname389	Spiritplev	5		76	Hpplev	Skillname227	par1		76	Hpplev	Skillname237	par1																			0
summon grizzly	1	6	2	1	18		Skillname248	Skillld248	Skillld248	Skillan248																	36	StrSkill3		usmc	256	74	StrSkill54		ast1		5	StrSkill208		clc4		75	StrSkill4		pnma*(100+ln12)/100	pxma*(100+ln12)/100	74	StrSkillDefense		clc3		13	StrSkill42		clc1		5	ESkillGrizz		pets		18	StrSkill225																																																								0
fury	2	6	1	2	30		Skillname249	Skillld249	Skillld249	Skillan249	7	clc2											2				74	StrSkillDamagePercent		ln34		74	StrSkill22		toht		74	StrSkill11		"min((par5+lvl-1),par6)"																	36	StrSkill3		usmc	256																					40	Sksyn	Skillname249	2		76	Damplev	Skillname233	par8		76	Damplev	Skillname234	par8		76	Damplev	Skillname239	par8																			0
acidrain	3	5	1	3	50		acidrain1	acidrain2	acidrain3	acidrain1	5													armageddonfire			36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	75	StrSkill39		enma	exma	75	StrSkillPoisonDamageAveragePerSecond		m1eo*25*3*(mael+100)/100/256	m1ey*25*3*(mael+100)/100/256											36	StrSkillRadiusSingular	StrSkill18	par3*2	3																					40	Sksyn	acidrain1	2		63	Skillname391	Alldplev	par8		63	earthspikes1	Alldplev	par8		63	Skillname241	Alldplev	par8		63	Skillname231	Alldplev	par8		63	Skillname246	Alldplev	par8		63	Skillname387	Alldplev	par8				0
hurricane	3	2	2	3	48	47	Skillname251	Skillld251	Skillld251	Skillan251	5																36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	36	StrSkillFreezeLengthSingular	StrSkill62	edln	25	75	StrSkill6		enma	exma											36	StrSkillRadiusSingular	StrSkill18	rng*2	3	18	StrSkill245																			40	Sksyn	Skillname251	2		76	Colddplev	Skillname236	par8		76	Colddplev	Skillname231	par8		76	Colddplev	Skillname246	par8		76	Colddplev	Skillname387	par8		76	Colddplev	arcticcreeper1	par8		67	Skillname236	Secplev1	1				0
fire trauma	1	1	2	1	0		coldblast1	coldblast2	coldblast3	coldblast1	5																36	StrSkill3		usmc	256	36	StrSkillFreezeLengthSingular	StrSkill62	edln	25	75	StrSkill6		enma	exma																36	StrSkillRadiusSingular	StrSkill18	par1*2	3	18	StrSkill292																			40	Sksyn	coldblast1	2		76	Colddplev	Skillname395	par8		76	Colddplev	Skillname396	par8		76	Colddplev	Skillname257	par7		76	Colddplev	lavasentry1	par7		76	Colddplev	Skillname272	par7		76	Colddplev	steamsentry1	par7				0
claw mastery	2	1	1	2	20		meleemastery1	meleemastery2	meleemastery3	meleemastery1																	74	eskillincasemasteryX		macr		74	StrSkillDamagePercent		madm		74	StrSkill22		math																																																																															0
psychic hammer	2	4	2	2	22		Skillname254	Skillld254	Skillld254	Skillan254	5																36	StrSkill3		usmc	256	3	StrSkill212	StrSkill23	clc3		3	StrSkill211	StrSkill23	clc2		3	StrSkill210	StrSkill23	clc1		75	StrSkill39		enma	exma	75	StrSkill4		pnma	pxma																										40	Sksyn	Skillname254	2		76	Damplev	Skillname265	par8		76	Damplev	Skillname274	par8		76	Magdplev	Skillname265	par8		76	Magdplev	Skillname274	par8														0
tiger strike	3	1	3	3	40		Skillname255	Skillld255	Skillld255	Skillan255	5												2				74	StrSkill22		toht		74	StrSkillAssassinTigerStrikeCharge3		3*clc1		74	StrSkillAssassinTigerStrikeCharge2		2*clc1		74	StrSkillAssassinTigerStrikeCharge1		clc1												36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																40	Sksyn	Skillname255	2		76	Damplev	Skillname261	par8		76	Damplev	Skillname256	par8		76	Damplev	Skillname271	par8		76	Damplev	Skillname276	par8														0
dragon talon	3	1	1	3	42		Skillname256	Skillld256	Skillld256	Skillan256	15												5				74	StrSkill22		toht		74	Eskillkickdamage		ln12																						36	StrSkill3		usmc	256	36	EskillKickSing	EskillKickPlur	clc1																																																						0
shock field	1	1	3	1	2		Skillname257	Skillld257	Skillld257	Skillan257	5													shock field on ground			36	StrSkillDurationSingular	StrSkill20	miss('shock field on ground'.rang)	25	75	StrSkillLightningDamageAveragePerSecond		edmn	edmx	74	ESkillSpikes		par1+lvl/par2+skill('Fire Trauma'.blvl)/3																	36	StrSkill3		usmc	256																					40	Sksyn	Skillname257	2		76	Ltngdplev	lavasentry1	par8		76	Ltngdplev	Skillname272	par8		76	Ltngdplev	steamsentry1	par8		76	Ltngdplev	coldblast1	par7		76	Ltngdplev	Skillname395	par7		76	Ltngdplev	Skillname396	par7				0
blade sentinel	1	3	1	1	4		Skillname258	Skillld258	Skillld258	Skillan258	5												1				36	StrSkillDurationSingular	StrSkill20	clc4	25	75	StrSkill4		pnma	pxma																					36	StrSkill3		usmc	256	5	ESkillMiss		pets		74	WeapDamsk		48*100/128												40	Sksyn	Skillname258	2		77	Missplev3	Skillname278	4		15	Skillname278	StrSkill246			76	Damplev	Skillname278	par8		76	Damplev	Skillname267	par8		76	Damplev	coldblast1	par8		76	Damplev	Skillname257	par8				0
quickness	2	2	1	2	36		Skillname259	Skillld259	Skillld259	Skillan259																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill89		dm12		74	StrSkill106		dm34																	36	StrSkill3		usmc	256																					40	Sksyn	Skillname259	2		76	Secplev2	Skillname268	par6/25		76	Secplev2	Skillname279	par6/25		76	Secplev2	Skillname392	par6/25																			0
fists of fire	3	2	3	3	44		Skillname260	Skillld260	Skillld260	Skillan260	20			fire	enma	exma	fire	enma	exma	fire	enma+m1eo*50/256	exma+m1ey*50/256	2	fistsoffirefirewall			75	Eskillfistsoffire3		m1eo*50/256	m1ey*50/256	74	Eskillfistsoffire2		par1		75	Eskillfistsoffire1		enma	exma	74	StrSkill22		toht												36	StrSkill3		usmc	256																					40	Sksyn	Skillname260	2		76	Skillname270	Skillname270	par8		76	Firedplev	Skillname275	par8		76	Firedplev	Skillname281	par8		76	Firedplev	Skillname261	par8		76	Firedplev	Skillname256	par8		76	Firedplev	Skillname276	par8				0
dragon claw	3	1	2	3	46		Skillname261	Skillld261	Skillld261	Skillan261	19	clc1											2				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																						36	StrSkill3		usmc	256																					40	Sksyn	Skillname261	2		76	Damplev	Skillname256	par8		76	Damplev	Skillname271	par8		76	Damplev	Skillname276	par8		76	Damplev	Skillname264	par8		76	Damplev	Skillname255	par8		76	Damplev	Skillname281	par8				0
