name	version	compactsave	rarity	spawnable	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Diadem	100	0	1	1	150	180	0	55	0	0	20	0	83	0	64	38000	627125	ci3	ci3	18	320	lit	ci0	ci1	ci3	0	2	2	1	4	1	flpci2	invci3									0	0	0	0	0	0	xxx			circ		item_helm	12	item_helm	0	0	5	0	3	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Shako	100	0	1	0	130	166	0	40	0	0	12	0	57	0	43	33154	256796	uap	uap		320	cap	2ap	4ap	uap	0	2	2	1	2	1	flpcap	invcap									0	0	0	0	0	0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Hydraskull	100	0	4	0	150	190	0	90	0	0	18	0	59	0	47	36370	289138	ukp	ukp		320	skp	2kp	4kp	ukp	0	2	2	1	2	1	flpskp	invskp		invmsk							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Armet	100	0	4	0	170	214	0	120	0	0	24	0	63	0	51	39970	340852	ulm	ulm		320	hlm	2lm	4lm	ulm	0	2	2	1	2	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Giant Conch	100	0	4	0	189	232	0	105	0	0	30	0	65	0	52	33903	383932	uhl	uhl		320	fhl	2hl	4hl	uhl	0	2	2	1	2	1	flpfhl	invfhl	invfhlu	invfhlu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1		
Spired Helm	100	0	4	0	209	255	5	135	0	0	40	0	73	0	59	48584	465440	uhm	uhm		320	ghm	2hm	4hm	uhm	0	2	2	1	3	1	flpghm	invghm		invuhms							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1		
Corona	100	0	4	0	217	265	5	130	0	0	50	0	77	0	66	52385	526085	urn	urn		320	crn	2rn	4rn	urn	0	2	2	1	3	1	flpcrn	invcrn									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Demonhead	100	0	4	0	195	239	0	110	0	0	20	0	69	0	55	43289	404852	usk	usk		320	msk	2sk	4sk	usk	0	2	2	1	3	1	flpmsk	invmsk									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Dusk Shroud	100	0	1	0	573	584	0	80	0	0	20	0	57	0	49	114179	763317	uui	uui		320	qlt	2ui	4ui	uui	1	2	3	1	4	1	flpqlt	invqlt							1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Wyrmhide	100	0	2	0	585	592	0	90	0	0	24	0	58	0	50	118464	808374	uea	uea		320	lea	2ea	4ea	uea	1	2	3	1	4	1	flplea	invlea					1		1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Scarab Husk	100	0	3	0	593	601	0	100	0	0	28	0	59	0	51	121287	856223	ula	ula		320	hla	2la	4la	ula	1	2	3	1	4	1	flphla	invhla		invflesh	1	1	1		1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Wire Fleece	100	0	4	0	602	611	0	80	0	0	32	0	61	0	53	126525	880452	utu	utu		320	stu	2tu	4tu	utu	1	2	3	1	4	1	flpstu	invstu		invxtuu	1			1	1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Diamond Mail	100	0	4	0	612	622	10	95	0	0	26	0	63	0	54	132218	958455	ung	ung		320	rng	2ng	4ng	ung	1	2	3	1	4	1	flprng	invrng					1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Loricated Mail	100	0	4	0	623	634	15	110	0	0	36	0	64	0	55	136083	1017367	ucl	ucl		320	scl	2cl	4cl	ucl	1	2	3	1	4	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Boneweave	100	0	4	0	635	647	10	115	0	0	45	0	65	0	47	118850	1082945	uhn	uhn		320	chn	2hn	4hn	uhn	1	2	3	1	4	1	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Great Hauberk	100	0	4	0	648	661	5	85	0	0	50	0	68	0	56	141103	1142380	urs	urs		320	brs	2rs	4rs	urs	1	2	3	1	4	1	flpbrs	invbrs		invxrss			2		2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Balrog Skin	100	0	4	0	662	681	10	125	0	0	30	0	70	0	57	147676	1230230	upl	upl		320	spl	2pl	4pl	upl	1	2	3	1	4	1	flpspl	invspl		invypls	1	1	2	1	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Hellforged Plate	100	0	4	0	693	709	15	150	0	0	60	0	74	0	59	155065	1284088	ult	ult		320	plt	2lt	4lt	ult	1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Kraken Shell	100	0	4	0	710	727	10	130	0	0	48	0	77	0	61	159008	1369796	uld	uld		320	fld	2ld	4ld	uld	1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Lacquered Plate	100	0	4	0	728	746	10	160	0	0	55	0	79	0	62	166547	1526386	uth	uth		320	gth	2th	4th	uth	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Shadow Plate	100	0	4	0	767	787	15	175	0	0	70	0	81	0	64	173322	1608107	uul	uul		320	ful	2ul	4ul	uul	1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sacred Armor	100	0	4	0	810	832	10	215	0	0	60	0	83	0	66	191779	1832080	uar	uar		320	aar	2ar	4ar	uar	1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2		0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Archon Plate	100	0	4	0	682	692	5	110	0	0	60	0	80	0	63	163763	1545549	utp	utp		320	ltp	2tp	4tp	utp	1	2	3	1	4	1	flpltp	invltp			2		1	1	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Heater	100	0	2	0	120	147	0	80	0	22	88	0	57	0	43	29152	197614	uuc	uuc		320	buc	2uc	4uc	uuc	7	2	2	1	2	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	68	100	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Luna	100	0	3	0	135	165	0	110	0	20	84	0	59	0	45	33595	223272	uml	uml		320	buc	2ml	4ml	uml	7	2	2	1	2	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	66	106	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Hyperion	100	0	4	0	145	176	5	90	0	24	82	0	63	0	48	37957	262139	urg	urg		320	lrg	2rg	4rg	urg	7	2	3	1	3	2	flplrg	invlrg	invlrgu	invlrgu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	56	120	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Monarch	100	0	4	0	168	204	5	115	0	22	86	0	67	0	54	45948	293077	uit	uit		320	kit	2it	4it	uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	66	118	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Aegis	100	0	4	0	182	221	10	170	0	24	92	0	72	0	59	53851	351784	uow	uow		320	tow	2ow	4ow	uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	64	116	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Ward	100	0	4	0	208	252	5	140	0	24	100	0	78	0	63	59818	433301	uts	uts		320	kit	2ts	4ts	uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invutss							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	58	126	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Bramble Mitts	100	0	1	0	130	166	0	40	0	0	12	0	59	0	42	18460	139969	ulg	ulg		320	lgl	2lg	4lg	ulg	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Vampirebone Gloves	100	0	1	0	140	180	0	40	0	0	14	0	61	0	47	20431	158052	uvg	uvg		320	vgl	2vg	4vg	uvg	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Vambraces	100	0	2	0	150	194	0	120	0	0	16	0	64	0	51	22482	181076	umg	umg		320	mgl	2mg	4mg	umg	16	2	2	1	2	0	flpmgl	invmgl									0	0	0	0	0	0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Crusader Gauntlets	100	0	3	0	160	208	0	110	0	0	18	0	70	0	56	24560	215310	utg	utg		320	mgl	2tg	4tg	utg	16	2	2	1	2	0	flptgl	invtgl									0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Ogre Gauntlets	100	0	4	0	170	222	0	140	0	0	24	0	76	0	60	27741	254096	uhg	uhg		320	hgl	2hg	4hg	uhg	16	2	2	1	2	0	flphgl	invhgl									0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Wyrmhide Boots	100	0	1	0	138	174	0	40	0	0	12	0	59	0	45	19158	139969	ulb	ulb		320	lbt	2lb	4lb	ulb	16	2	2	1	2	0	flplbt	invlbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	131	211	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Scarabshell Boots	100	0	1	0	150	190	0	95	0	0	14	0	61	0	49	21136	157810	uvb	uvb		320	vbt	2vb	4vb	uvb	16	2	2	1	2	0	flpvbt	invvbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	129	216	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Boneweave Boots	100	0	2	0	162	206	0	85	0	0	16	0	64	0	54	23228	181005	umb	umb		320	mbt	2mb	4mb	umb	16	2	2	1	2	0	flpmbt	invmbt									0	0	0	0	0	0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0		0	6	0	128	220	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Mirrored Boots	100	0	3	0	174	222	0	120	0	0	18	0	70	0	58	25829	215233	utb	utb		320	mbt	2tb	4tb	utb	16	2	2	1	2	0	flptbt	invtbt									0	0	0	0	0	0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	126	225	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Myrmidon Greaves	100	0	4	0	186	238	0	160	0	0	24	0	76	0	61	27730	253930	uhb	uhb		320	hbt	2hb	4hb	uhb	16	2	2	1	2	0	flphbt	invhbt									0	0	0	0	0	0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	125	229	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Spiderweb Sash	100	0	1	0	160	196	0	40	0	0	12	0	59	0	46	19421	140233	ulc	ulc		320	lbl	3lb	5lb	ulc	16	2	1	1	2	0	flplbl	invlbl									0	0	0	0	0	0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Vampirefang Belt	100	0	1	0	170	210	0	40	0	0	14	0	61	0	51	21328	155440	uvc	uvc		320	vbl	3vb	5vb	uvc	16	2	1	1	2	0	flpvbl	invvbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Mithril Coil	100	0	2	0	170	214	0	120	0	0	16	0	64	0	56	23567	177500	umc	umc		320	mbl	3mb	5mb	umc	16	2	1	1	2	0	flpmbl	invmbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Troll Belt	100	0	2	0	180	228	0	110	0	0	18	0	70	0	59	25592	210690	utc	utc		320	mbl	3tb	5tb	utc	16	2	1	1	2	0	flptbl	invtbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Colossus Girdle	100	0	3	0	190	242	0	140	0	0	24	0	76	0	62	27526	251888	uhc	uhc		320	hbl	3hb	5hb	uhc	16	2	1	1	2	0	flphbl	invhbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Bone Visage	100	0	2	0	200	244	0	120	0	0	40	0	72	0	63	48637	304081	uh9	uh9		320	bhm	2h9	4h9	uh9	0	2	2	1	3	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Troll Nest	100	0	2	0	182	221	0	120	0	20	74	0	69	0	57	55921	298290	ush	ush		320	bsh	2sh	4sh	ush	7	2	3	1	4	2	flpbsh	invbsh	invbshu	invbshu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	76	112	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Blade Barrier	100	0	3	0	154	187	0	85	0	20	83	0	61	0	51	47722	211957	upk	upk		306	spk	2pk	4pk	upk	7	2	3	1	3	2	flpspk	invspk	invspku	invspku							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	70	122	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Alpha Helm	100	0	1	1	75	93	0	44	0	0	20	0	31	0	26	13150	46031	dr6	dr6		320	dr1	dr1	dr6	drb	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Griffon Headress	100	0	1	1	82	106	0	50	0	0	20	0	34	0	30	14282	46031	dr7	dr7		320	dr4	dr2	dr7	drc	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Hunter's Guise	100	0	1	1	90	120	0	56	0	0	20	0	41	0	29	18884	46032	dr8	dr8		320	dr3	dr3	dr8	drd	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sacred Feathers	100	0	1	1	97	133	0	62	0	0	20	0	45	0	32	19759	46032	dr9	dr9		320	dr4	dr4	dr9	dre	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Totemic Mask	100	0	1	1	105	147	0	65	0	0	20	0	49	0	41	24064	46033	dra	dra		320	dr1	dr5	dra	drf	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Jawbone Visor	100	0	2	1	67	85	0	58	0	0	25	0	31	0	25	13302	46031	ba6	ba6		320	ba1	ba1	ba6	bab	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Lion Helm	100	0	2	1	87	110	0	73	0	0	35	0	34	0	29	15689	46031	ba7	ba7		320	ba1	ba2	ba7	bac	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Rage Mask	100	0	2	1	105	133	0	88	0	0	45	0	41	0	29	20032	46032	ba8	ba8		320	ba3	ba3	ba8	bad	0	2	2	1	4	1	flpba3	invba3		invghm							0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Savage Helmet	100	0	2	1	121	153	0	103	0	0	50	0	45	0	32	23199	46032	ba9	ba9		320	ba5	ba4	ba9	bae	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Slayer Guard	100	0	2	1	136	172	0	118	0	0	55	0	49	0	40	28317	46033	baa	baa		320	ba5	ba5	baa	baf	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Akaran Targe	100	0	2	1	100	112	0	44	0	10	20	0	31	0	26	21250	46033	pa6	pa6		304	pa1	pa1	pa6	pab	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0		0	1	0	24	32	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Akaran Rondache	100	0	2	1	113	129	0	59	0	15	30	0	34	0	30	25471	46033	pa7	pa7		304	pa1	pa2	pa7	pac	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0		0	1	0	30	40	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Protector Shield	100	0	2	1	130	150	5	69	0	20	40	0	41	0	34	31474	46034	pa8	pa8		304	pa3	pa3	pa8	pad	7	2	4	1	4	2	flppa3	invpa3									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0		0	1	0	36	48	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Guilded Shield	100	0	2	1	151	175	5	89	0	22	50	0	45	0	38	37404	46034	pa9	pa9		304	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0		0	1	0	40	56	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
